district_en,upazila_en,district_bn,upazila_bn,voters,u35,first_time,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65p,muslim,hindu,indigenous,christian,buddhist,unknown,registered,valid_votes_cast,turnout,bnp_share,jamaat_share,ncp_share,iab_share,km_share,independent_share,bnp_coalition_share,jamaat_coalition_share,leading_coalition,u35_pct,first_time_pct,minority_pct,hindu_pct,roll_ratio,ok
Chuadanga,Chuadanga Sadar,চুয়াডাঙ্গা,চুয়াডাঙ্গা সদর,276958,89375,93496,30241,59134,67676,53215,37350,29338,236285,14651,121,66,0,25835,274442,198825,72.44700155224055,41.64617125612976,55.092166478058594,0.0,3.261662265811643,0.0,0.0,41.64617125612976,55.092166478058594,Jamaat-led Coalition,32.270235920247835,33.75818716195236,5.908658306885471,5.834192805915826,1.0091676929915976,1
Chuadanga,Jibannagar,চুয়াডাঙ্গা,জীবন নগর,161252,55125,57819,18705,36420,40034,29489,20429,16174,139557,7865,59,33,0,13738,159767,123651,77.39458085837501,47.74567128450235,51.00322682388335,0.0,1.2511018916143015,0.0,0.0,47.74567128450235,51.00322682388335,Jamaat-led Coalition,34.18562250390693,35.856299456750925,5.394064292202774,5.331697330422875,1.00929478553143,1
Chuadanga,Damurhuda,চুয়াডাঙ্গা,দামুরহুদা,257684,85647,89795,30537,55110,65140,49416,33199,24282,227442,9489,91,39,1,20622,254947,195830,76.81204328742837,40.83337588724915,57.25782566511771,0.0,1.9087984476331512,0.0,0.0,40.83337588724915,57.25782566511771,Jamaat-led Coalition,33.237220782043124,34.84694431939895,4.058010140807046,4.002750335355308,1.0107355646467695,1
Joypurhat,Akkelpur,জয়পুরহাট,আক্রেলপুর,126794,39038,41442,14175,24863,31469,24017,18081,14188,94709,15133,678,62,0,16212,125028,84286,67.41369933134978,58.144887644448666,41.05308117599601,0.0,0.0,0.0,0.0,58.144887644448666,41.05308117599601,BNP-led Coalition,30.788523116235783,32.68451188542045,14.354054005172632,13.684867338264818,1.014124836036728,1
Joypurhat,Kalai,জয়পুরহাট,কালাই,126762,38555,41150,13920,24635,32995,26052,16809,12351,97223,16254,145,54,0,13086,125939,94672,75.17290116643773,63.30594051039378,36.282110866993406,0.0,0.0,0.0,0.0,63.30594051039378,36.282110866993406,BNP-led Coalition,30.415266404758523,32.46240987046591,14.473591611245997,14.298532671804075,1.0065349097578986,1
Joypurhat,Khetlal,জয়পুরহাট,ক্ষেতলাল,98007,29686,31290,10339,19347,24451,19622,13718,10529,71229,16710,150,48,0,9870,97134,70698,72.78398912842053,68.15892953124558,31.20456024215678,0.0,0.0,0.0,0.0,68.15892953124558,31.20456024215678,BNP-led Coalition,30.28967318660912,31.92629097921577,19.18377072058273,18.959120460192658,1.0089875841620854,1
Joypurhat,Joypurhat Sadar,জয়পুরহাট,জয়পুরহাট সদর,254669,80609,84873,27819,52790,60262,48077,36440,29277,184842,35003,3982,131,2,30709,252459,180695,71.57399815415573,48.818174271562576,47.025650958797975,0.0,0.0,0.0,3.93868120313235,48.818174271562576,47.025650958797975,BNP-led Coalition,31.652458681661297,33.326788890677705,17.466511877120915,15.629130201821754,1.008753896672331,1
Joypurhat,Panchbibi,জয়পুরহাট,পাঁচবিবি,211101,68785,72333,25413,43372,50052,39953,29116,23192,147671,31217,6051,125,3,26034,209799,151254,72.09471923126421,43.706612717680194,51.77119282795827,0.0,0.0,0.0,4.37476033691671,43.706612717680194,51.77119282795827,Jamaat-led Coalition,32.583929019758315,34.26464109596828,20.20673593887619,16.86794512257723,1.0062059399711152,1
Jamalpur,Islampur,জামালপুর,ইসলামপুর,282065,100585,105282,32927,67658,68025,49529,33974,29952,225596,10939,270,74,0,45186,280142,158900,56.72123423121131,60.02391441157961,38.80113278791693,0.0,1.0685966016362491,0.0,0.106356198867212,60.02391441157961,38.80113278791693,BNP-led Coalition,35.66022016201939,37.3254391718221,4.7631913339721965,4.617969511860486,1.0068643759236386,1
Jamalpur,Jamalpur Sadar,জামালপুর,জামালপুর সদর,576759,196494,206028,73278,123216,136537,103261,76419,64045,486937,15215,485,265,1,73856,576399,322683,55.98257457074006,61.75224601234029,34.877573345977325,0.0021693116774047,1.314602876507284,0.0,0.3201284232513023,61.75224601234029,34.877573345977325,BNP-led Coalition,34.068649123810815,35.72167924557744,3.174767301050103,3.0254343282899487,1.0006245673569871,1
Jamalpur,Dewanganj,জামালপুর,দেওয়ানগঞ্জ,236212,86607,90390,31706,54901,55980,41982,28201,23441,198689,6141,79,52,3,31248,234827,156366,66.58774331742092,72.38721972807387,26.415589066676898,0.0,0.8243480040417994,0.0,0.0,72.38721972807387,26.415589066676898,BNP-led Coalition,36.66494504936244,38.266472490813335,3.0615132413497004,2.996135906793388,1.0058979589229518,1
Jamalpur,Madarganj,জামালপুর,মাদারগঞ্জ,239805,84125,87873,29027,55098,56594,43456,29688,25942,183652,12821,124,92,0,43116,236890,130343,55.02258432183714,57.404693769515816,30.528682015911865,0.0,0.6866498392702332,0.0,10.673377166399424,57.404693769515816,30.528682015911865,BNP-led Coalition,35.08058630970997,36.64352286232564,6.6282303535022296,6.5184123158895515,1.0123052893748152,1
Jamalpur,Melandaha,জামালপুর,মেলান্দহ,299565,102973,107766,37597,65376,70512,54915,38460,32704,244144,8910,101,91,0,46319,297733,182550,61.3133243543712,71.97534921939194,21.810462886880305,0.0,0.8830457408929061,0.0,4.805258833196384,71.97534921939194,21.810462886880305,BNP-led Coalition,34.374175888371475,35.97416253567673,3.5941337671671025,3.5183181570488773,1.0061531640765384,1
Jamalpur,Sarishabari,জামালপুর,সরিষাবাড়ী,304977,101884,107083,36263,65621,73981,54271,40035,34806,260466,12479,225,113,0,31694,302556,194048,64.13622602096802,75.5204897757256,22.757771273087073,0.0,0.6632379617414248,0.0,0.0,75.5204897757256,22.757771273087073,BNP-led Coalition,33.40710938857684,35.11182810507022,4.690009989644435,4.566328677597948,1.008001824455638,1
Jhalokati,Kanthalia,ঝালকাঠী,কাঠালিয়া,100728,34368,36294,12077,22291,23261,17319,13542,12238,66723,23468,115,71,0,10351,85980,47641,55.40939753431031,48.20847589261351,43.88866732436347,0.0,4.321907600596125,0.0,0.4848764719464327,48.20847589261351,43.88866732436347,BNP-led Coalition,34.119609244698594,36.031689301882295,26.172588158491653,25.966783584319018,1.1715282623866017,1
Jhalokati,Jhalokathi Sadar,ঝালকাঠী,ঝালকাঠী সদর,188122,63579,66894,21719,41860,44603,32288,24521,23130,120284,46628,670,181,0,20359,186519,106976,57.3539424937942,51.97333981453784,36.94286568950045,0.0,8.455167514208794,0.0,2.348190248279988,51.97333981453784,36.94286568950045,BNP-led Coalition,33.79668512986254,35.558839476509924,28.301234479593237,27.793971257070982,1.0085942987041534,1
Jhalokati,Nalchhity,ঝালকাঠী,নলছিটি,176350,63943,67114,22593,41350,40848,29487,21679,20393,122942,33696,644,150,0,18918,174478,102073,58.50193147560151,55.528886189295896,28.806834324454066,0.0,14.895222046966389,0.0,0.63092100751423,55.528886189295896,28.806834324454066,BNP-led Coalition,36.25914374822795,38.05727246952084,21.907871334925556,21.40352660196148,1.0107291463680237,1
Jhalokati,Rajapur,ঝালকাঠী,রাজাপুর,127486,46864,49222,16971,29893,29478,21166,15729,14249,93622,17872,330,110,0,15552,139361,79081,56.74543093117874,48.36686435426967,41.55233241865935,0.0,7.077553394620705,0.0,0.8611423730099518,48.36686435426967,41.55233241865935,BNP-led Coalition,36.76011483613887,38.60972969580973,16.359640502438936,15.966551717976666,0.9147896470318094,1
Jhenaidah,Kaliganj,ঝিনাইদহ,কালিগঞ্জ,255886,81625,86565,27485,54140,62075,47650,34568,29950,187559,48062,130,95,0,20040,252516,185689,73.53553834212485,21.157419125527092,43.48399743657406,0.0,1.584369564163736,0.0,33.41231844643463,21.157419125527092,43.48399743657406,Jamaat-led Coalition,31.89897063536106,33.82951783215963,20.47395334243532,20.378552106035293,1.0133456889860444,1
Jhenaidah,Kotchandpur,ঝিনাইদহ,কোটচাঁদপুর,128818,42397,44773,14836,27561,30766,24329,17542,13782,101773,15380,31,38,0,11596,127181,98047,77.09249023045895,42.78254306608056,56.37908350077004,0.0,0.7119034748640958,0.0,0.0,42.78254306608056,56.37908350077004,Jamaat-led Coalition,32.912325917185484,34.75678864754926,13.179266690552968,13.12040401972326,1.0128714194730344,1
Jhenaidah,Jhenaidah Sadar,ঝিনাইদহ,ঝিনাইদহ সদর,410193,133638,141244,46608,87030,99454,77255,54444,45399,310190,61177,175,176,3,38472,404251,294970,72.96704275314099,43.997694680814995,49.442655185273075,0.0,1.268603586805438,0.0,4.890666847476014,43.997694680814995,49.442655185273075,Jamaat-led Coalition,32.57929803775296,34.433547135129075,16.55300615246381,16.457773437605084,1.0146987886238996,1
Jhenaidah,Maheshpur,ঝিনাইদহ,মহেশপুর,302075,103133,109055,37265,65868,76961,55115,37466,29397,258809,17279,73,79,0,25835,298425,227869,76.35720867889755,46.81593371630191,51.72972190161891,0.0,1.3472653147202998,0.0,0.0,46.81593371630191,51.72972190161891,Jamaat-led Coalition,34.141521145410906,36.10196143341885,6.310092673037938,6.255068056762235,1.012230878780263,1
Jhenaidah,Shailkupa,ঝিনাইদহ,শৈলকুপা,325246,103996,109250,35440,68556,77137,58977,43910,41224,248513,54980,139,86,1,21527,321214,229534,71.45828014968214,74.82813003738008,24.3667604799289,0.0,0.0,0.0,0.0,74.82813003738008,24.3667604799289,BNP-led Coalition,31.97456694317532,33.589959599810605,18.176669882358365,18.10225899597984,1.012552379410611,1
Jhenaidah,Harinakundu,ঝিনাইদহ,হরিনাকুন্ডু,173951,56139,59153,20672,35467,40931,33216,23177,20484,141775,13559,48,93,0,18476,171759,133153,77.52315744735355,45.81346270831299,52.45619700645123,0.0,1.2729716942164278,0.0,0.0766036063776257,45.81346270831299,52.45619700645123,Jamaat-led Coalition,32.27288144362493,34.00555328799489,8.811706062067856,8.721016240553144,1.0127620677810187,1
Tangail,Kalihati,টাঙ্গাইল,কালিহাতী,374855,116451,122531,38723,77728,96672,70017,48427,43284,291826,37356,1490,210,0,43973,370039,221376,59.825045468180384,47.08866363110726,21.93553050014455,0.0,0.8090307892454467,0.0,29.825726366001735,47.08866363110726,21.93553050014455,BNP-led Coalition,31.065612036654173,32.68757252804418,11.803603701621729,11.289825375813734,1.013014844381268,1
Tangail,Gopalpur,টাঙ্গাইল,গোপালপুর,241064,76497,80513,27004,49493,60325,43173,31885,29184,203489,11713,199,99,0,25564,238477,153114,64.20493380913044,78.6414044437478,19.05704246509137,0.0,1.6732630588972923,0.0,0.0,78.6414044437478,19.05704246509137,BNP-led Coalition,31.73306673746391,33.399014369627984,5.57354988399072,5.435266821345707,1.0108480063066878,1
Tangail,Ghatail,টাঙ্গাইল,ঘাটাইল,380647,119809,126114,43378,76431,95520,70786,49365,45160,307015,26171,530,253,5,46673,377365,226773,60.09380838180542,36.04220961049155,0.0,14.641513760456492,1.7607916286330385,0.0,47.55548500041892,36.04220961049155,14.641513760456492,Independent,31.475093722004903,33.13148402588225,8.072185259930414,7.836238749124183,1.008697149974163,1
Tangail,Tangail Sadar,টাঙ্গাইল,টাঙ্গাইল সদর,462344,147478,154617,52290,95188,114185,86674,60166,53841,362525,40973,1103,234,4,57505,459486,286253,62.298524873445544,45.7871183882789,27.50259385927833,0.0,0.8939644300671085,0.0,24.26105577932808,45.7871183882789,27.50259385927833,BNP-led Coalition,31.897894208641183,33.4419825930476,10.452056249521414,10.1208134591776,1.0062199936450729,1
Tangail,Delduar,টাঙ্গাইল,দেলদুয়ার,191631,57942,60988,20059,37883,49003,37467,25255,21964,151291,22426,1816,77,0,16021,189298,109043,57.60388382338957,43.83408380180296,36.04816448556991,0.0,3.759067523820878,0.0,14.61166695707198,43.83408380180296,36.04816448556991,BNP-led Coalition,30.23623526464925,31.82574844362342,13.848300210694152,12.77034337452309,1.012324483090154,1
Tangail,Dhanbari,টাঙ্গাইল,ধনবাড়ী,168916,53870,56487,18873,34997,40676,30773,22895,20700,144449,5978,147,75,0,18267,167475,105152,62.78668457978803,62.65596469872185,29.430728849665247,0.0,0.4774041387705417,0.0,6.256657029823494,62.65596469872185,29.430728849665247,BNP-led Coalition,31.89159108669398,33.440881858438516,4.115526820622772,3.9681644086585375,1.0086042692939243,1
Tangail,Nagarpur,টাঙ্গাইল,নাগরপুর,275958,90365,95112,32807,57558,68010,50169,35609,31802,229516,22308,632,120,0,23382,273043,164595,60.28171386924404,61.79653087882378,30.58112336340715,0.0,4.760168899419788,0.0,1.2284698806160577,61.79653087882378,30.58112336340715,BNP-led Coalition,32.745925104544895,34.46611440871437,9.129925250221715,8.832193082478145,1.0106759741139677,1
Tangail,Basail,টাঙ্গাইল,বাসাইল,157216,44941,47401,15507,29434,40618,31885,20710,19061,122779,16799,1527,79,0,16032,155013,95431,61.56322372962268,55.25877335457032,24.315997946160053,0.0,0.0,0.0,19.98616801668221,55.25877335457032,24.315997946160053,BNP-led Coalition,28.58551292489314,30.150239161408507,13.036179737080689,11.898657071622846,1.0142117112758284,1
Tangail,Bhuanpur,টাঙ্গাইল,ভুয়াপুর,177120,61703,64703,21754,39949,44140,30327,21555,19392,142124,12255,213,124,0,22404,175084,108822,62.15416600031985,69.08437632096451,28.205693701641213,0.0,1.9692709194831928,0.0,0.0,69.08437632096451,28.205693701641213,BNP-led Coalition,34.836833785004515,36.530600722673896,8.138783319113731,7.92096486465524,1.0116287039363965,1
Tangail,Madhupur,টাঙ্গাইল,মধুপুর,268213,89764,94545,30894,58870,66218,47670,33355,31199,218739,11729,10183,986,2,26574,266218,173460,65.15712686595197,50.16949152542373,35.799607978784735,0.0,0.6969906606710481,0.0,12.81678773204197,50.16949152542373,35.799607978784735,BNP-led Coalition,33.46743073601951,35.24996924086454,9.476947016003212,4.853935002214047,1.0074938584167863,1
Tangail,Mirzapur,টাঙ্গাইল,মির্জাপুর,375327,110985,117558,39472,71513,97515,74471,49673,42676,285470,54536,3122,219,10,31970,370827,213785,57.65087223961578,66.07245597212152,33.22964660757303,0.0,0.0,0.0,0.0,66.07245597212152,33.22964660757303,BNP-led Coalition,29.570214772718188,31.321487662758074,16.859129127992148,15.883176984887449,1.0121350387107737,1
Tangail,Sakhipur,টাঙ্গাইল,সখিপুর,255386,72404,76557,24644,47760,66348,51400,33309,31902,204099,16556,880,129,0,33722,251982,147717,58.62204443174512,40.310864693975645,20.463453766323443,0.0,0.0,0.0,38.569697462038896,40.310864693975645,20.463453766323443,BNP-led Coalition,28.35081014621005,29.976976028443215,7.924155478562148,7.4689620326259565,1.0135089014294671,1
Thakurgaon,Thakurgaon Sadar,ঠাকুরগাঁও,ঠাকুরগাঁও সদর,510815,181489,191427,63626,117863,124383,92565,62215,50155,333231,119214,2404,201,14,55751,507200,380670,75.0532334384858,62.30540888433551,36.66456510888696,0.0,1.0300260067775238,0.0,0.0,62.30540888433551,36.66456510888696,BNP-led Coalition,35.529301214725486,37.474819650949954,26.772717683666475,26.197194240810084,1.0071273659305993,1
Thakurgaon,Pirganj,ঠাকুরগাঁও,পীরগঞ্জ,214713,73998,78223,27071,46927,52653,38450,27217,22391,132134,58764,1915,57,0,21843,212594,152268,71.62384639265454,53.19371108834424,31.40581080726088,0.0,0.5858092310925473,0.0,0.0893162056374287,53.19371108834424,31.40581080726088,BNP-led Coalition,34.463679423230076,36.43142241038037,31.490641364649765,30.468191009488255,1.0099673556168096,1
Thakurgaon,Baliadangi,ঠাকুরগাঁও,বালিয়াডাংগী,160863,48345,51689,12604,35741,40987,30210,21929,19390,111529,29066,257,54,0,19957,167133,121933,72.9556700352414,48.995759966539,48.66607071096422,0.0,0.1960092837869977,0.0,0.0,48.995759966539,48.66607071096422,BNP-led Coalition,30.05352380597154,32.13231134567924,20.848650873632067,20.62793635473294,0.96248496706216,1
Thakurgaon,Ranishankail,ঠাকুরগাঁও,রানীশংকাইল,192517,69718,73719,24398,45320,47782,32770,23381,18303,130598,38080,1407,47,0,22385,191316,133030,69.53417382759413,49.70608133503721,42.755017665188305,0.0,0.350296925505525,0.0,0.1052394196797714,49.70608133503721,42.755017665188305,BNP-led Coalition,36.21394474254222,38.29220276650893,23.23725107563539,22.382620553452615,1.0062775721842396,1
Thakurgaon,Haripur,ঠাকুরগাঁও,হরিপুর,124689,46382,48884,16732,29650,29003,20466,15673,13165,94195,11178,319,31,0,18966,127274,88001,69.14295142762857,51.51077828661038,46.81651344871081,0.0,0.1329530346246065,0.0,0.0,51.51077828661038,46.81651344871081,BNP-led Coalition,37.19814899469881,39.20474139659473,10.903966024422312,10.57291223291053,0.9796894888193975,1
Dhaka,Keraniganj,ঢাকা,কেরানীগঞ্জ,651113,203160,212533,64554,138606,168206,119661,81814,78075,477885,63320,1763,332,8,107805,653378,366416,56.08024757491069,59.46547094013362,36.97518667307104,0.0,2.9032574996725034,0.0,0.1380944063578009,59.46547094013362,36.97518667307104,BNP-led Coalition,31.201957263946504,32.64149233696762,12.041604393824498,11.65453113151288,0.9965334002675328,1
Dhaka,Dohar,ঢাকা,দোহার,224496,68886,72561,23680,45206,56484,42170,28178,28778,175642,14453,980,608,0,32813,222339,118429,53.26505921138442,51.49921049742884,41.30576125780003,0.0,3.884183772555709,0.0,2.88273986945765,51.49921049742884,41.30576125780003,BNP-led Coalition,30.684733803720334,32.321734017532606,8.368504249203111,7.540053108517709,1.0097014019132946,1
Dhaka,Dhamrai,ঢাকা,ধামরাই,376495,115691,122264,43250,72441,96139,72311,48533,43818,301499,39200,2842,124,2,32828,370938,229606,61.89875396966609,69.87099640253304,0.0,24.538992883461233,0.0,3.9559070755990695,0.0,69.87099640253304,24.538992883461233,BNP-led Coalition,30.728429328410737,32.47426924660354,12.270017196879538,11.406390488467034,1.0149809402110326,1
Dhaka,Nawabganj,ঢাকা,নবাবগঞ্জ,320454,95059,100144,31466,63593,80072,61598,42046,41678,214576,58754,4696,5082,1,37345,314274,175858,55.95690384823434,63.35338739210045,34.11388734092279,0.0,1.102025497844852,0.0,0.801783256945945,63.35338739210045,34.11388734092279,BNP-led Coalition,29.663851910102544,31.250663121696093,24.207284120250502,20.753137484149217,1.0196643693083105,1
Dhaka,Savar,ঢাকা,সাভার,927859,267929,287095,84828,183101,315909,173285,96172,74559,701122,70815,7470,4039,145,144268,921812,438598,47.57998377109432,57.80099316458352,9.138208564562538,28.53478584033671,2.9090419928955447,0.0,0.5257661913643017,57.80099316458352,9.186316399071588,BNP-led Coalition,28.876046899367253,30.941662472423072,10.524495559545732,9.037240090812682,1.0065599059244184,1
Dinajpur,Kaharole,দিনাজপুর,কাহারোল,138679,48576,51626,18693,29883,33664,24554,17588,14297,69522,59443,2455,6,0,7253,137922,100610,72.94702803033599,59.37580757379982,37.700029818109535,0.0,1.097306430772289,0.0,0.0,59.37580757379982,37.700029818109535,BNP-led Coalition,35.02765379040807,37.22697740825936,47.101791122000215,45.22925448541385,1.0054886095039226,1
Dinajpur,Khansama,দিনাজপুর,খানসামা,153843,55716,59240,20622,35094,37424,26404,18033,16265,101382,41675,273,17,0,10496,152780,112436,73.59340227778505,57.83912625849372,40.592870610836385,0.0,0.737308335408588,0.0,0.0,57.83912625849372,40.592870610836385,BNP-led Coalition,36.21614243091983,38.50678938918248,29.27511562850984,29.072809336784168,1.006957716978662,1
Dinajpur,Ghoraghat,দিনাজপুর,ঘোড়াঘাট,111668,38669,40722,14489,24180,26777,19719,14302,12200,83716,10410,6498,31,2,11011,111303,76667,68.88134192249984,51.75499236959839,46.383711375167934,0.0,0.539997652184121,0.0,0.2478250094564806,51.75499236959839,46.383711375167934,BNP-led Coalition,34.62854174875524,36.46702725937601,16.83042411357382,10.34205271367118,1.0032793365857164,1
Dinajpur,Chirirbandar,দিনাজপুর,চিরিরবন্দর,267185,93304,98754,34974,58330,63446,46136,33512,30787,181847,61896,1980,28,0,21434,264982,185598,70.04173868413703,54.17353635276242,44.19498054935937,0.0,0.4617506654166532,0.0,0.0,54.17353635276242,44.19498054935937,BNP-led Coalition,34.92112206897842,36.96090723655894,26.003556445345087,25.186469231050943,1.0083137722562288,1
Dinajpur,Dinajpur Sadar,দিনাজপুর,দিনাজপুর সদর,415587,137578,145796,49696,87882,99467,75187,56256,47092,281214,67768,4471,347,0,61787,411474,280512,68.17247262281457,49.626040953684694,47.990103810175675,0.0,0.4962354551676933,0.0,0.0994609856262833,49.626040953684694,47.990103810175675,BNP-led Coalition,33.104500381388256,35.08194433415867,20.516110797060485,19.15432447710571,1.0099957713002523,1
Dinajpur,Nababganj,দিনাজপুর,নবাবগঞ্জ,205480,68798,72757,25815,42983,49563,36247,27394,23474,159723,15574,8762,43,0,21378,204349,151169,73.97589418103342,52.14098128584564,46.54393427223835,0.0,0.4518122101753666,0.0,0.2732041622290284,52.14098128584564,46.54393427223835,BNP-led Coalition,33.48160404905587,35.40831224450068,13.242115783641676,8.459440962075371,1.005534649056271,1
Dinajpur,Parbatipur,দিনাজপুর,পার্বতীপুর,318631,112366,118732,40503,71863,75093,54854,41605,34713,231447,48397,3747,87,3,34950,316294,218325,69.02596950938052,24.546433069964504,0.0,30.1536699874041,0.0,0.0,44.89178976296805,24.546433069964504,30.1536699874041,Independent,35.26524412251162,37.263166484114855,18.41293565660019,17.06036005231228,1.0073886953277646,1
Dinajpur,Fulbari,দিনাজপুর,ফুলবাড়ী,157965,52601,55695,19315,33286,38076,28427,21204,17657,107257,26633,4555,55,0,19465,157135,111728,71.10319152321253,39.50307890591437,0.0,38.589252470284976,0.0,0.0,21.387655735357296,39.50307890591437,38.589252470284976,BNP-led Coalition,33.29914854556389,35.25781027442788,22.55812274368231,19.22960288808664,1.0052820822859323,1
Dinajpur,Birol,দিনাজপুর,বিরল,230541,81006,85282,30878,50128,54505,40848,29697,24482,149492,55716,2418,44,0,22871,228285,166363,72.87513415248483,46.857774865805496,41.44611482120423,0.0,0.3480341181632935,0.4784717755750978,9.709490692040898,46.857774865805496,41.44611482120423,BNP-led Coalition,35.13735083998074,36.99211853856798,28.014638609332113,26.82910386671161,1.0098823838622777,1
Dinajpur,Birampur,দিনাজপুর,বিরামপুর,156724,52641,55937,18419,34222,37789,27544,21284,17466,115559,13103,6410,59,0,21593,154947,110512,71.32245219333062,51.18448675256985,47.77218763573187,0.0,0.1845953380628348,0.0,0.2434124800926596,51.18448675256985,47.77218763573187,BNP-led Coalition,33.58834639238406,35.691406549092676,14.48372320192998,9.69651671341143,1.0114684375947904,1
Dinajpur,Birganj,দিনাজপুর,বীরগঞ্জ,278302,98524,104969,35470,63054,68143,48646,34377,28611,180772,74675,5742,52,0,17061,276431,201611,72.93357112624851,58.90105202593112,38.96513583088225,0.0,0.9771292240998756,0.0,0.0,58.90105202593112,38.96513583088225,BNP-led Coalition,35.40182966705234,37.71765923349455,30.802592242412175,28.584716794071376,1.0067684159880763,1
Dinajpur,Bochaganj,দিনাজপুর,বোচাগঞ্জ,140859,48602,51277,17995,30607,33371,25726,18610,14550,74552,51703,2203,33,3,12365,139852,102744,73.46623573491978,59.29689324924083,33.814139998442734,0.0,0.4574476368449739,0.24137662539905,3.137896130187651,59.29689324924083,33.814139998442734,BNP-led Coalition,34.50400755365295,36.40306973640307,41.98017028032437,40.23767646738369,1.0072004690672998,1
Dinajpur,Hakimpur,দিনাজপুর,হাকিমপুর,83299,29647,31208,10741,18906,19989,14299,11096,8268,62628,6827,2161,34,0,11649,82612,59574,72.11301021643345,48.3801658441602,50.36425286198677,0.0,0.5723973545506429,0.0,0.2232517541209252,48.3801658441602,50.36425286198677,Jamaat-led Coalition,35.591063518169484,37.46503559466501,12.591765526866713,9.528262386601536,1.0083159831501476,1
Naogaon,Atrai,নওগাঁ,আত্রাই,177023,55024,58405,19678,35346,46988,33286,23916,17808,127179,31879,2670,51,0,15244,175056,117310,67.01284160497212,46.727474213622024,44.73275935555366,0.0,0.6930355468417014,0.0,7.640439860199471,46.727474213622024,44.73275935555366,BNP-led Coalition,31.082966620156704,32.99288792981703,21.387201058233764,19.70527695189116,1.011236404350608,1
Naogaon,Dhamoirhat,নওগাঁ,ধামইরহাট,164687,51494,54352,18586,32908,40589,30605,23007,18992,125311,11216,9767,79,0,18314,163855,121496,74.14848494095389,44.91752814907487,54.162276947389216,0.0,0.0,0.0,0.0,44.91752814907487,54.162276947389216,Jamaat-led Coalition,31.26779891551853,33.003212153964796,14.3892657798911,7.662615373053773,1.0050776601263312,1
Naogaon,Naogaon Sadar,নওগাঁ,নওগাঁ সদর,363003,112550,118818,39582,72968,90587,69362,50368,40135,264410,42108,2148,165,1,54171,359360,238502,66.36854407836154,53.8217708866173,43.28517161281666,0.0,1.6964218329406042,0.0,0.0,53.8217708866173,43.28517161281666,BNP-led Coalition,31.00525340010964,32.73196089288518,14.38387213760232,13.634597451041342,1.010137466607302,1
Naogaon,Niamatpur,নওগাঁ,নিয়ামতপুর,218067,72516,77019,25851,46665,55849,39166,28967,21568,143356,32135,8092,101,0,34383,216736,164445,75.87341281559132,52.265499103043574,37.11332056310621,0.0,0.9851318069871384,0.0,8.291526042141749,52.265499103043574,37.11332056310621,BNP-led Coalition,33.25399991745656,35.31896160354386,21.955096796672542,17.494719191655236,1.0061411117673114,1
Naogaon,Patnitala,নওগাঁ,পত্নীতলা,207742,65062,68882,23160,41902,52276,38698,29091,22615,142185,33546,9830,169,0,22012,206404,155495,75.33526482044921,51.076240393581784,48.00282967297984,0.0,0.0,0.0,0.0,51.076240393581784,48.00282967297984,BNP-led Coalition,31.31865486998296,33.15747417469746,23.44532385721208,18.061702471329347,1.0064824325109978,1
Naogaon,Porsha,নওগাঁ,পোরশা,113486,39665,42321,12251,27414,29736,19538,14262,10285,85597,8632,3985,30,0,15242,112766,84406,74.8505755280847,43.511124801554395,46.37585005805275,0.0,6.865625666421819,0.0,2.0413240764874536,43.511124801554395,46.37585005805275,Jamaat-led Coalition,34.9514477556703,37.29182454223429,12.873050771548389,8.786287203289769,1.00638490325098,1
Naogaon,Badalgachhi,নওগাঁ,বদলগাছী,181734,55548,58843,18589,36959,42850,33418,26495,23421,132796,23194,3904,100,1,21739,179788,124167,69.06300754221638,56.65917675388791,35.35641515056336,0.0,0.4099317854180257,0.0,6.0241449016244255,56.65917675388791,35.35641515056336,BNP-led Coalition,30.565551850506782,32.37864131092696,16.99990624707022,14.496703021969436,1.0108238592119607,1
Naogaon,Mahadebpur,নওগাঁ,মহাদেবপুর,259039,80724,85771,29055,51669,63198,48189,36410,30517,172045,49277,6743,105,1,30868,257114,186985,72.7245501995224,50.96344626574325,39.54167446586624,0.0,1.6546781827419312,0.0,6.181244484851726,50.96344626574325,39.54167446586624,BNP-led Coalition,31.162875088307167,33.111230355274685,24.598218003164295,21.596521906815504,1.0074869513134252,1
Naogaon,Manda,নওগাঁ,মান্দা,333847,104789,110637,36057,68732,82193,63924,45854,37086,245366,47678,2406,88,0,38309,331418,234610,70.78975794917596,56.77123737266101,41.14104258130514,0.0,0.2540386172797408,0.0,0.3000724606794254,56.77123737266101,41.14104258130514,BNP-led Coalition,31.388330582572255,33.14003121190246,16.976497100203698,16.13261238825464,1.0073291130837794,1
Naogaon,Raninagar,নওগাঁ,রাণীনগর,168391,51802,54842,17287,34515,44718,32014,22602,17255,121786,27375,1833,63,0,17334,166400,108477,65.1905048076923,49.09243434092019,40.01769960452446,0.0,0.9117140038902256,0.0,9.704361293177357,49.09243434092019,40.01769960452446,BNP-led Coalition,30.762926759743692,32.56824889691254,19.377453544026427,18.122298205313225,1.011965144230769,1
