district_en,upazila_en,district_bn,upazila_bn,voters,u35,first_time,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65p,muslim,hindu,indigenous,christian,buddhist,unknown,registered,valid_votes_cast,turnout,bnp_share,jamaat_share,ncp_share,iab_share,km_share,independent_share,bnp_coalition_share,jamaat_coalition_share,leading_coalition,u35_pct,first_time_pct,minority_pct,hindu_pct,roll_ratio,ok
Pabna,Ishwardi,পাবনা,ঈশ্বরদী,293453,96584,101670,34379,62205,73569,52313,37756,33231,232069,26603,864,84,1,33832,291605,202558,69.46314363608306,44.75063932305809,44.06836560392579,0.0,0.8807353943068158,0.0,9.696975681039504,44.75063932305809,44.06836560392579,BNP-led Coalition,32.912936654251276,34.64609324150716,10.612392680099068,10.246859845698152,1.0063373398947206,1
Pabna,Chatmohar,পাবনা,চাটমোহর,260112,85443,89395,32832,52611,65644,48439,33286,27300,219143,20689,593,1807,1,17879,258498,174663,67.56841445581784,44.14214802219131,35.90915076461529,0.0,0.6023027200952692,0.0,18.11889180879751,44.14214802219131,35.90915076461529,BNP-led Coalition,32.848542166451374,34.3678876791536,9.53214467062704,8.540950242122253,1.006243762040712,1
Pabna,Pabna Sadar,পাবনা,পাবনা সদর,527362,166495,174669,59913,106582,135505,97453,67071,60837,422838,47708,3736,145,15,52920,525951,350392,66.62065477582513,51.85392360556177,46.79273499394964,0.0,1.2291947304732984,0.0,0.0005707892874266,51.85392360556177,46.79273499394964,BNP-led Coalition,31.571292584600332,33.12127153643986,10.876777351077688,10.055602160011128,1.0026827594205543,1
Pabna,Faridpur,পাবনা,ফরিদপুর,117702,39638,41873,14584,25054,30801,20962,14054,12247,96483,11622,398,21,0,9178,116588,79350,68.06017771983394,47.683679899180845,49.029615626969125,0.0,0.2835538752362949,0.0,2.028985507246377,47.683679899180845,49.029615626969125,Jamaat-led Coalition,33.67657304039014,35.575436271261324,11.095241605543476,10.709151892668904,1.009555014238172,1
Pabna,Bera,পাবনা,বেড়া,238562,83302,87573,29933,53369,62301,39415,27405,26139,199770,21422,433,41,0,16896,236580,144921,61.25665736748669,71.10425680198178,26.212902201889307,0.0,1.9258768570462528,0.0,0.0,71.10425680198178,26.212902201889307,BNP-led Coalition,34.91838599609326,36.70869627182871,9.877924444885547,9.66408921530591,1.0083777157832443,1
Pabna,Bhangura,পাবনা,ভাংঙ্গড়া,108962,36082,37752,13689,22393,28218,19831,13528,11303,92226,7799,149,16,0,8772,107710,78605,72.97836783956922,36.38827046625533,56.24578589148273,0.0,0.6119203613001718,0.0,5.845684116786464,36.38827046625533,56.24578589148273,Jamaat-led Coalition,33.114296727299426,34.646941135441715,7.948897095518515,7.784210000998104,1.011623804660663,1
Pabna,Santhia,পাবনা,সাঁথিয়া,340913,113504,119653,41703,71801,89510,59868,40668,37351,291490,22036,1013,40,0,26334,337720,234257,69.36426625607012,44.25182598598975,54.84019687778807,0.0,0.4695697460481437,0.0,0.4384073901740396,44.25182598598975,54.84019687778807,Jamaat-led Coalition,33.294124894034546,35.09781087843526,7.339650771348373,7.004917683634318,1.0094545777567216,1
Pabna,Sujanagar,পাবনা,সুজানগর,257734,87532,91942,33384,54148,66804,43512,30770,29116,212246,29326,1332,27,0,14803,255891,152986,59.78561184254233,72.42165949825474,24.64604604342881,0.0,1.9844953132966416,0.0,0.0,72.42165949825474,24.64604604342881,BNP-led Coalition,33.9621470197956,35.673213468149335,12.631158641754244,12.07174053537836,1.0072022853480584,1
Pirojpur,Indurkani,পিরোজপুর,ইন্দরকানী,75311,27768,29056,10479,17289,17218,12823,9008,8493,54862,12549,45,36,0,7819,74293,46238,62.23735748993849,27.34763614343181,72.65236385656819,0.0,0.0,0.0,0.0,27.34763614343181,72.65236385656819,Jamaat-led Coalition,36.87110780629656,38.581349338078105,18.713328987139217,18.5933147632312,1.0137025022545865,1
Pirojpur,Kawkhali,পিরোজপুর,কাউখালী,66310,22948,24286,7996,14952,15614,11402,8551,7795,45757,13973,27,44,0,6509,65534,36939,56.36616107669301,40.61560951839519,51.4117870001895,0.0,3.605944936246244,0.0,2.149489699233872,40.61560951839519,51.4117870001895,Jamaat-led Coalition,34.60714824310059,36.624943447443826,23.484557114429524,23.365830002842763,1.011841181676687,1
Pirojpur,Nazirpur,পিরোজপুর,নাজিরপুর,165935,59835,62769,21105,38730,37442,27055,20860,20743,101973,50755,295,70,1,12841,164736,99775,60.566603535353536,54.276121272863946,45.723878727136054,0.0,0.0,0.0,0.0,54.276121272863946,45.723878727136054,BNP-led Coalition,36.05930032844186,37.827462560641216,33.391903013834636,33.15283420643526,1.007278311965812,1
Pirojpur,Nesarabad (Swarupkathi),পিরোজপুর,নেছারাবাদ(স্বরূপকাঠী),199159,68787,73000,23278,45509,44693,32936,26703,26039,127856,42253,111,206,1,28732,189694,108759,57.33391672904784,61.636278376961904,32.241929403543615,0.0,1.2504712253698544,0.0,3.025956472567787,61.636278376961904,32.241929403543615,BNP-led Coalition,34.538735382282496,36.65413061925396,24.9790232768282,24.79243312385948,1.0498961485339546,1
Pirojpur,Pirojpur Sadar,পিরোজপুর,পিরোজপুর সদর,150867,52458,55202,18632,33826,34957,26739,19471,17241,106236,32671,128,88,0,11744,148958,90723,60.90508734005559,43.33300265643773,56.66699734356227,0.0,0.0,0.0,0.0,43.33300265643773,56.66699734356227,Jamaat-led Coalition,34.77102348426097,36.58984403481212,23.63879444807832,23.483536151463095,1.0128156930141383,1
Pirojpur,Bhandaria,পিরোজপুর,ভান্ডারিয়া,142390,51087,53646,18348,32739,33473,24134,17386,16310,98387,28156,123,174,0,15550,150069,81808,54.51359041507573,27.35062585566204,50.25914336006259,0.0,4.823489145315862,0.0,14.653823586935262,27.35062585566204,50.25914336006259,Jamaat-led Coalition,35.87822178523773,37.67539855326919,22.432198044780822,22.198044780826237,0.9488302047724714,1
Pirojpur,Mathbaria,পিরোজপুর,মঠবাড়ীয়া,241306,76951,81221,26905,50046,59829,43588,30387,30549,175860,33166,323,292,1,31664,237744,134683,56.650430715391344,46.87896764996324,0.0,26.223057104460104,26.453969691794807,0.0,0.1685439142282248,46.87896764996324,26.223057104460104,BNP-led Coalition,31.889385261866675,33.65892269566443,16.114137434292747,15.820303183522386,1.0149825021872263,1
Faridpur,Alfadanga,ফরিদপুর,আলফাডাঙ্গা,104728,37588,39439,13021,24567,25998,17132,12076,11934,85652,9785,127,52,1,9111,103773,49486,47.68677787092982,28.777836155680394,58.54787212544962,0.0,0.0,0.0,12.171119104393162,28.777836155680394,58.54787212544962,Jamaat-led Coalition,35.89107020090138,37.65850584370942,10.421786920735851,10.23353587751132,1.009202779142937,1
Faridpur,Char Bhadrasan,ফরিদপুর,চরভদ্রাসন,66658,21707,22954,6658,15049,16689,11999,8011,8251,52255,7232,76,18,0,7077,65898,35833,54.37646059060973,48.9911534060782,19.465297351603272,0.0,1.1693132029135154,0.3097703234448692,29.629112828956547,48.9911534060782,19.465297351603272,BNP-led Coalition,32.564733415343994,34.43547661195956,12.295866131820548,12.13809771571474,1.0115329752041031,1
Faridpur,Nagarkanda,ফরিদপুর,নগরকান্দা,178998,64498,67964,21230,43268,44908,29559,21211,18819,144660,18896,57,44,0,15341,177281,111100,62.66887032451306,60.28082808280829,0.0,0.0,1.3843384338433844,37.441044104410445,0.0,60.28082808280829,37.441044104410445,BNP-led Coalition,36.03280483580822,37.9691393199924,11.60781390346884,11.546099464123136,1.009685189050152,1
Faridpur,Faridpur Sadar,ফরিদপুর,ফরিদপুর সদর,432254,142134,149276,45967,96167,106694,77300,55123,51003,319905,61573,342,195,16,50223,428778,276702,64.53269524089389,53.43148947242882,44.25302310789225,0.0,1.4347565250702925,0.0,0.4466899408027409,53.43148947242882,44.25302310789225,BNP-led Coalition,32.882055458133415,34.53432472573996,16.262031091717688,16.11727844075481,1.008106759208728,1
Faridpur,Boalmari,ফরিদপুর,বোয়ালমারী,219464,79846,83659,26695,53151,52683,36424,26457,24054,170494,31350,576,99,3,16942,217768,140824,64.66698504830829,41.63423848207692,48.595409873317045,0.0,0.0,0.0,9.36346077373175,41.63423848207692,48.595409873317045,Jamaat-led Coalition,36.38227681988845,38.11969161229177,15.814578169285312,15.479799725461923,1.007788104772051,1
Faridpur,Bhanga,ফরিদপুর,ভাংগা,251072,88267,92215,28695,59572,63217,43965,29133,26486,195647,26480,119,112,0,28714,248815,138552,55.684745694592365,43.86439748253363,32.1135746867602,0.0,5.328685258964144,0.4301634043536,17.59628154050465,43.86439748253363,32.1135746867602,BNP-led Coalition,35.15605085393831,36.72850815702269,12.012610295109688,11.908723769776666,1.0090709965235214,1
Faridpur,Madhukhali,ফরিদপুর,মধুখালী,185982,65802,68991,21996,43806,44320,30999,23733,21128,136785,36124,160,54,2,12857,184138,125665,68.24501189325397,42.1071897505272,43.928699319619625,0.0,0.0,0.0,13.61397366012812,42.1071897505272,43.928699319619625,Jamaat-led Coalition,35.380843307416846,37.09552537342323,20.990613718411552,20.865848375451264,1.0100142284590905,1
Faridpur,Sadarpur,ফরিদপুর,সদরপুর,178088,57717,61184,18481,39236,44847,32423,21504,21597,137181,18163,127,113,0,22504,176262,96968,55.01355936049744,49.709182410692186,22.846712317465556,0.0,3.703283557462256,0.3619750845639798,23.20559359788796,49.709182410692186,22.846712317465556,BNP-led Coalition,32.40925834418939,34.35604869502718,11.828337104072398,11.674079596873714,1.0103595783549488,1
Faridpur,Saltha,ফরিদপুর,সালথা,152674,57955,60876,20009,37946,37605,24439,16953,15722,129013,12938,16,46,0,10661,151209,101635,67.2149144561501,53.06931667240616,0.0,0.0,0.7841786786048114,45.61322379101687,0.0,53.06931667240616,45.61322379101687,BNP-led Coalition,37.95996698848527,39.8731938640502,9.154091526832053,9.110433551857929,1.0096885767381572,1
Feni,Chhagalnaiya,ফেনী,ছাগলনাইয়া,178033,59175,62797,18600,40575,46023,31216,22103,19514,149074,9989,42,41,8,18879,172436,91390,52.99937368066993,55.23033154612102,41.80763759711128,0.0,2.126053178684758,0.0,0.0,55.23033154612102,41.80763759711128,BNP-led Coalition,33.238219880583934,35.272674167148786,6.3334883194893,6.276310994382799,1.032458419355587,1
Feni,Daganbhuiyan,ফেনী,দাগনভূঁঞা,250752,89158,93958,27757,61401,63309,43165,28816,26300,199312,15337,411,66,4,35622,238071,128901,54.14393185226256,56.776130518770216,40.29604114785766,0.0,1.6415698869675177,0.0,0.2924725176685984,56.776130518770216,40.29604114785766,BNP-led Coalition,35.556246809596736,37.4704887697805,7.352763445358621,7.129177706503045,1.0532656224403645,1
Feni,Parashuram,ফেনী,পরশুরাম,95045,34298,36340,11495,22803,24530,15848,10839,9529,77329,8364,11,11,1,9329,92440,54764,59.24275205538728,57.89934993791542,39.32145204879118,0.0,2.030531005770214,0.0,0.0,57.89934993791542,39.32145204879118,BNP-led Coalition,36.08606449576517,38.234520490294074,9.784637640580522,9.757804843903122,1.0281804413673734,1
Feni,Fulgazi,ফেনী,ফুলগাজী,112506,37822,39960,12281,25541,29370,19412,13280,12621,87504,13060,27,18,3,11894,109552,58479,53.38012998393457,59.93262538689102,35.77181552352126,0.0,3.5807725850305236,0.0,0.0,59.93262538689102,35.77181552352126,BNP-led Coalition,33.61776260821645,35.51810570102928,13.028267005923746,12.980558979048224,1.0269643639550168,1
Feni,Feni Sadar,ফেনী,ফেনী সদর,436977,149045,157593,45942,103103,110545,77907,53297,46180,345104,35838,210,124,7,55694,424331,213536,50.32297899517122,60.03952495129627,0.0,0.0,3.0683350816724113,0.3502922223887307,0.3268769668814626,60.03952495129627,35.165030720815224,BNP-led Coalition,34.10820249120663,36.064369520592614,9.488752448968352,9.399317567266309,1.0298022062964998,1
Feni,Sonagazi,ফেনী,সোনাগাজী,257372,92638,97885,29522,63116,65848,43291,28647,26946,210396,15762,227,39,100,30848,249773,133738,53.543817786550186,59.79601908208587,35.830504419088065,0.0,3.2309440847029265,0.0,0.2362828814547847,59.79601908208587,35.830504419088065,BNP-led Coalition,35.993814400944935,38.03249770759834,7.119775388038353,6.958203104306828,1.030423624651183,1
Bogura,Adamdighi,বঙ্গড়া,আদমদিঘী,177301,54090,57484,18939,35151,47335,32894,25025,17957,126490,23885,3845,87,1,22993,175472,123235,70.23057809793015,56.350062887978254,42.117904816001946,0.0,0.86663691321459,0.0,0.0,56.350062887978254,42.117904816001946,BNP-led Coalition,30.50744214640639,32.42170094923323,18.027581201233897,15.478782694351557,1.0104233154007476,1
Bogura,Kahaloo,বঙ্গড়া,কাহালু,197386,62193,66116,23022,39171,51906,37336,26581,19370,151679,21697,6551,56,0,17403,195964,149831,76.45843114041355,55.29496566131174,43.44227830021825,0.0,0.8809925849790764,0.0,0.0,55.29496566131174,43.44227830021825,BNP-led Coalition,31.508313659530057,33.495789974972894,15.725929671135606,12.055027419256264,1.0072564348553816,1
Bogura,Gabtali,বঙ্গড়া,গাবতলী,291180,91280,96983,32501,58779,71645,53557,38838,35856,227023,37747,2205,46,0,24159,292590,204745,69.97675928774052,76.98405333463576,22.373195926640456,0.0,0.500134313414247,0.0,0.0078145986470976,76.98405333463576,22.373195926640456,BNP-led Coalition,31.348306889209425,33.30688920942372,14.97934619374506,14.136341336449194,0.9951809699579616,1
Bogura,Dupchachia,বঙ্গড়া,দুপচাঁচিয়া,161624,47996,51134,16707,31289,39399,31985,22539,19705,119505,20578,5536,65,0,15940,159890,116361,72.77565826505723,49.184004950112154,49.64893735873704,0.0,0.604154312871151,0.0,0.0,49.184004950112154,49.64893735873704,Jamaat-led Coalition,29.69608473989011,31.63762807503836,17.96971527415502,14.12509266631888,1.010844955907186,1
Bogura,Dhunat,বঙ্গড়া,ধুনট,265489,84395,88975,30847,53548,65456,50283,34331,31024,215907,27620,1624,51,0,20287,263914,176780,66.98394173859667,68.32447109401517,30.246634234641927,0.0,0.8869781649507863,0.0,0.0,68.32447109401517,30.246634234641927,BNP-led Coalition,31.788511011755663,33.51362956657338,11.94729243644016,11.264182184484628,1.0059678531642884,1
Bogura,Nandigram,বঙ্গড়া,নন্দীগ্রাম,162100,50249,52549,17057,33192,40936,32070,21672,17171,123632,23564,973,55,0,13876,161029,117095,72.71671562265182,61.35872582091464,36.80857423459584,0.0,1.3817840215209871,0.0,0.0,61.35872582091464,36.80857423459584,BNP-led Coalition,30.99876619370759,32.417643429981496,16.591105354058723,15.897560449050086,1.0066509759111713,1
Bogura,Bogura Sadar,বঙ্গড়া,বঙ্গড়া সদর,453933,145262,152801,52259,93003,110256,86129,62236,50042,341625,43345,5044,187,54,63678,452116,315883,69.86768882322235,68.15878030789881,30.56954631936508,0.0,0.7901659791758341,0.1405583712957012,0.2529417537505975,68.15878030789881,30.71010469066078,BNP-led Coalition,32.000757821088136,33.66157560697283,12.461083137948265,11.106840399226147,1.0040188801104142,1
Bogura,Shajahanpur,বঙ্গড়া,শাজাহানপুর,244994,77415,81761,27307,50108,62586,46104,33245,25643,197532,17732,2495,104,8,27123,243604,175600,72.08420222984844,59.3992027334852,39.87927107061503,0.0,0.5746013667425968,0.0,0.0,59.3992027334852,39.87927107061503,BNP-led Coalition,31.59873303019666,33.372654024180186,9.335340637349624,8.138761009955433,1.0057059818393788,1
Bogura,Shibganj,বঙ্গড়া,শিবগঞ্জ,342133,105777,112133,36837,68940,86469,64846,45862,39177,276191,37771,1418,46,0,26707,339340,242159,71.36176106559793,59.60505287848067,38.25172717099096,0.0,0.3733084461035931,0.0,0.0747442795849008,59.60505287848067,38.25172717099096,BNP-led Coalition,30.916924120152103,32.77468119123265,12.438733649096775,11.9745994306113,1.0082306830907055,1
Bogura,Sherpur,বঙ্গড়া,শেরপুর,306799,99554,104586,36239,63315,72406,58590,41575,34673,240283,38369,1497,56,5,26589,305251,221800,72.66151462239272,57.27321911632101,40.0595130748422,0.0,1.7908025247971144,0.0,0.0,57.27321911632101,40.0595130748422,BNP-led Coalition,32.44925830918614,34.08942010893126,14.248956140037828,13.692944577281324,1.0050712364578658,1
Bogura,Sariakandi,বঙ্গড়া,সারিয়াকান্দি,202714,66709,70828,23783,42926,48672,36339,25997,24997,162851,21655,2137,29,0,16042,204263,121616,59.538927754904215,74.58886988554137,24.561735297987106,0.0,0.4135968951453756,0.0,0.0,74.58886988554137,24.561735297987106,BNP-led Coalition,32.90793926418501,34.93986601813392,12.760885403274193,11.600561412531071,0.9924166393326252,1
Bogura,Sonatala,বঙ্গড়া,সোনাতলা,173238,58337,61591,21256,37081,42666,30668,21978,19589,142224,16962,798,29,0,13225,171827,109385,63.659960308915366,73.94889610092791,25.237464003291127,0.0,0.4826987246880285,0.0,0.0,73.94889610092791,25.237464003291127,BNP-led Coalition,33.67448250383865,35.552823283575194,11.117221725734783,10.600388718416628,1.0082117478626758,1
Barguna,Amtali,বরঙ্গনা,আমতলী,184723,60121,63153,19684,40437,45525,34633,21850,22594,133411,19852,2891,182,0,28387,182869,99465,54.39139493298482,41.60458452722063,0.0,0.0,55.773387623787265,2.2068064143165937,0.0,41.60458452722063,2.2068064143165937,IAB-led Coalition,32.54656972872896,34.18794627631643,14.66392897349299,12.698290860710266,1.010138405087795,1
Barguna,Taltali,বরঙ্গনা,তালতলী,87008,29779,31249,11589,18190,21465,16444,9585,9735,60811,9179,909,146,1,15962,86010,49944,58.067666550401114,56.583373378183566,0.0,0.0,41.332292167227294,1.8000160179400928,0.0,56.583373378183566,1.8000160179400928,BNP-led Coalition,34.22558845163663,35.915088267745496,14.406159389691188,12.919798440447034,1.0116033019416346,1
Barguna,Patharghata,বরঙ্গনা,পাথরঘাটা,150823,49612,52326,18161,31451,36634,27138,18921,18518,107707,17991,483,380,2,24260,148668,92281,62.07186482632443,46.3237286115235,43.66120869951561,0.0,9.09721394436558,0.0,0.0736879747727051,46.3237286115235,43.66120869951561,BNP-led Coalition,32.89418722608621,34.69364752060362,14.898509042927238,14.215054952869322,1.014495385691608,1
Barguna,Barguna Sadar,বরঙ্গনা,বরঙ্গনা সদর,247336,78247,82164,29285,48962,59143,46594,31102,32247,174523,21634,1989,447,3,48740,244286,129880,53.167189278141194,49.81136433631044,0.0,0.0,48.03818909762858,1.839390206344318,0.0,49.81136433631044,1.839390206344318,BNP-led Coalition,31.635912281269206,33.219587928971116,12.121593586980604,10.893472174666156,1.0124853655141923,1
Barguna,Bamna,বরঙ্গনা,বামনা,70025,22693,23913,8387,14306,17096,12658,8881,8697,52146,7685,107,82,0,10005,69093,39791,57.590493971892954,43.27360458395115,47.550953733256264,0.0,7.471538790178684,0.0,0.1608403910432007,43.27360458395115,47.550953733256264,Jamaat-led Coalition,32.40699750089254,34.14923241699393,13.11896034655115,12.804065311562812,1.0134890654624926,1
Barguna,Betagi,বরঙ্গনা,বেতাগী,116726,39902,41795,15154,24748,27044,20707,14961,14108,82062,17463,473,273,0,16455,114979,58824,51.16064672679359,50.08329933360533,40.464776281789746,0.0,8.302733578131376,0.0,0.2600979192166462,50.08329933360533,40.464776281789746,BNP-led Coalition,34.18432911262272,35.80607576718126,18.15978697729154,17.415803173400086,1.015194078918759,1
Barishal,Agailjhara,বরিশাল,আগৈলঝাড়া,141467,50222,52660,18360,31862,32718,23313,17563,17586,63641,66552,489,247,4,10534,139727,83300,59.61625169079706,48.94117647058823,18.24249699879952,0.0,4.507803121248499,0.0,27.552220888355343,48.94117647058823,18.24249699879952,BNP-led Coalition,35.500858857542745,37.224228972127776,51.39422452704819,50.829049972123144,1.0124528544948364,1
Barishal,Ujirpur,বরিশাল,উজিরপুর,235095,81198,85112,29516,51682,55638,38838,28657,30756,134027,76850,1234,193,0,22791,235190,134593,57.22734810153493,64.929082493146,30.15535726226475,0.0,3.004613910084477,0.0,0.0,64.929082493146,30.15535726226475,BNP-led Coalition,34.53837810246922,36.2032369893022,36.87024267088703,36.19809330017333,0.9995960712615332,1
Barishal,Gaurnadi,বরিশাল,গৌরনদী,186629,64275,67619,22503,41772,46264,31587,22428,22069,126025,40660,1014,426,0,18504,183970,113551,61.72256346143393,51.65080008102086,26.370529541791793,0.0,2.6463879666405403,0.0,18.367958010057155,51.65080008102086,26.370529541791793,BNP-led Coalition,34.43998521130157,36.23177534038118,25.04089219330855,24.184386617100373,1.0144534434962222,1
Barishal,Bakerganj,বরিশাল,বাকেরগঞ্জ,315269,114223,119526,42359,71864,73505,52112,38593,36836,210208,72652,1055,931,0,30423,311699,165162,52.98765796489562,49.09543357430886,33.01788547002337,0.0,17.451350794977053,0.0,0.2082803550453494,49.09543357430886,33.01788547002337,BNP-led Coalition,36.230330289371935,37.912385930744854,26.2029307064168,25.505711858337488,1.011453357245291,1
Barishal,Banaripara,বরিশাল,বানারী পাড়া,149540,51798,54583,18173,33625,34827,24595,19033,19287,97952,27423,372,190,1,23602,145516,88061,60.516369333956405,59.83920237108368,35.86604739896208,0.0,2.130341467846152,0.0,0.0,59.83920237108368,35.86604739896208,BNP-led Coalition,34.63822388658553,36.50060184566002,22.22204576855278,21.77500039702076,1.0276533164737898,1
Barishal,Babuganj,বরিশাল,বাবুগঞ্জ,149214,52498,55330,18204,34294,36610,24217,17833,18052,106844,18997,868,95,1,22409,147133,78981,53.680003806080215,43.5712386523341,0.0,0.0,6.835821273470835,0.0,0.0835644015649333,43.5712386523341,39.566478013699495,BNP-led Coalition,35.18302572144705,37.08097095446808,15.74149284334214,14.98127045463507,1.0141436659349023,1
Barishal,Muladi,বরিশাল,মুলাদী,182663,68336,72204,24095,44241,45594,28052,19940,20734,131482,15414,693,212,1,34861,180287,91366,50.67808549701309,49.6442878094696,0.0,0.0,11.658603857014644,0.0,0.1444738743077293,49.6442878094696,30.903180614232863,BNP-led Coalition,37.41096992822849,39.52853068218523,11.041799163746091,10.428816930758718,1.0131789868376533,1
Barishal,Mehendiganj,বরিশাল,মেহেন্দীগঞ্জ,283077,107340,112791,37604,69736,69111,42821,29898,33890,214810,29223,1024,108,1,37911,280216,155729,55.5746281440032,55.8123406687258,34.15613020054068,0.0,9.714953541087402,0.0,0.0,55.8123406687258,34.15613020054068,BNP-led Coalition,37.91901143505124,39.84463591178372,12.381814770400464,11.919678911431438,1.0102099808718987,1
Barishal,Hijla,বরিশাল,হিজলা,138401,56874,59764,19597,37277,33899,19099,13263,15265,106751,11751,369,72,0,19458,137301,81484,59.34698217784284,49.42810858573462,24.05502920818811,0.0,26.227234794560896,0.0,0.0,49.42810858573462,24.05502920818811,BNP-led Coalition,41.09363371651939,43.18176891785464,10.250287953053142,9.879522124042609,1.0080115949628918,1
Bagerhat,Kachua,বাগেরহাট,কচুয়া,93419,31431,33082,10826,20605,21353,16522,12626,11487,66232,20584,26,16,0,6561,92690,64939,70.06041644190312,31.400237145628974,46.811623215633134,0.0,1.9772401792451375,0.0,19.810899459492756,31.400237145628974,46.811623215633134,Jamaat-led Coalition,33.64518995065244,35.412496387244566,23.746805130212532,23.698450344240023,1.0078649260977453,1
Bagerhat,Chitalmari,বাগেরহাট,চিতলমারী,127141,46432,48464,16196,30236,29277,20723,15121,15588,75021,42985,527,22,0,8586,126238,78480,62.168285302365376,51.03720693170234,42.357288481141694,0.0,0.0,0.0,6.097094801223242,51.03720693170234,42.357288481141694,BNP-led Coalition,36.520084001226984,38.11830959328619,36.72050946817932,36.25743325882502,1.0071531551513808,1
Bagerhat,Fakirhat,বাগেরহাট,ফকিরহাট,129081,42309,44522,14537,27772,29708,23537,17614,15841,87322,32815,576,29,0,8339,128127,96168,75.05677960148915,43.690208801264454,52.743116213293405,0.0,0.0,0.0,3.0134764162715246,43.690208801264454,52.743116213293405,Jamaat-led Coalition,32.77709345294815,34.49152082800722,27.67885242914645,27.177784035381222,1.0074457374323913,1
Bagerhat,Bagerhat Sadar,বাগেরহাট,বাগেরহাট সদর,244464,77498,81516,26039,51459,56603,45139,34245,30975,167696,53001,426,70,1,23270,242194,170132,70.24616629644004,26.733947758211272,50.53193990548515,0.0,1.7615733665624338,0.0,20.97253896974114,26.733947758211272,50.53193990548515,Jamaat-led Coalition,31.70119117743308,33.344786962497544,24.18600866207944,23.961319023119977,1.0093726516759292,1
Bagerhat,Mongla,বাগেরহাট,মোংলা,123663,39055,41079,12362,26693,28115,22309,17253,16734,77933,35608,166,62,13,9881,122949,81992,66.68781364630863,57.46658210557128,39.29651673333984,0.0,2.7600253683286176,0.0,0.2366084496048395,57.46658210557128,39.29651673333984,BNP-led Coalition,31.581798921261814,33.21850513087989,31.506740960784654,31.294932414617428,1.005807285947832,1
Bagerhat,Morelganj,বাগেরহাট,মোড়লগঞ্জ,273120,89773,94553,32112,57661,63675,49355,36352,33965,196550,53992,291,132,0,22155,271087,162231,59.84462552612261,40.423223674883346,55.28228267100616,0.0,3.575149015909413,0.0,0.0899951304004783,40.423223674883346,55.28228267100616,Jamaat-led Coalition,32.86943468072642,34.61958113649678,21.68230629769091,21.51375689837228,1.00749943744997,1
Bagerhat,Mollahat,বাগেরহাট,মোল্লাহাট,119234,45026,47078,16149,28877,27932,18919,14015,13341,83821,25335,354,32,0,9692,117620,67742,57.59394660771977,46.311003513329986,47.55690708865991,0.0,0.0,0.0,5.677423164358891,46.311003513329986,47.55690708865991,Jamaat-led Coalition,37.76271868762266,39.4837043125283,23.480491500976793,23.128115243468255,1.013722156095902,1
Bagerhat,Rampal,বাগেরহাট,রামপাল,143122,45692,48068,16317,29375,31959,26449,20590,18430,98756,33003,36,20,3,11304,142371,107459,75.47815215177248,51.25210545417322,47.140769968080846,0.0,1.264668385151546,0.0,0.2056598330526061,51.25210545417322,47.140769968080846,BNP-led Coalition,31.925210659437404,33.585332793001776,25.081551836623223,25.036793154197458,1.0052749506570862,1
Bagerhat,Sharankhola,বাগেরহাট,শরণখোলা,107123,37226,39378,12411,24815,26102,18400,12862,12533,75587,21049,258,43,2,10184,106007,59816,56.426462403426186,53.42550488163702,41.34679684365387,0.0,4.418550220676742,0.0,0.1136819580045472,53.42550488163702,41.34679684365387,BNP-led Coalition,34.75070713105495,36.75961278156885,22.026222676115907,21.71365497890426,1.0105276066674842,1
Bandarban,Thanchi,বান্দরবান,থালিচ,19194,7306,7592,3056,4250,4441,3107,2014,2326,855,393,17657,5,62,222,18926,8724,46.095318609320515,94.612563044475,0.0,3.622191655204035,0.6762952773956901,0.0,0.0,94.612563044475,3.622191655204035,BNP-led Coalition,38.06397832656038,39.55402730019798,95.4933586337761,2.0714737507906387,1.014160414244954,1
Bandarban,Naikkhongchhari,বান্দরবান,নাইক্ষ্যংছড়ি,49017,20043,20827,7516,12527,12264,7840,4602,4268,33473,486,9246,2,1583,4227,48274,30795,63.792103409702946,71.14141906153597,0.0,24.552687124533204,3.1563565513882126,0.0,0.0,71.14141906153597,24.552687124533204,BNP-led Coalition,40.88989534243222,42.48934043291103,25.266800625139545,1.0850636302746148,1.0153913079504495,1
Bandarban,Bandarban Sadar,বান্দরবান,বান্দরবান সদর,74909,26642,27837,9827,16815,18083,13145,8940,8099,27269,7609,32440,20,1715,5856,74137,40088,54.07286510109662,84.17232089403312,0.0,11.881361005787268,2.631710237477549,0.0,0.0,84.17232089403312,11.881361005787268,BNP-led Coalition,35.56581986143187,37.16108878772911,60.51004301044126,11.01907230677885,1.0104131540256551,1
Bandarban,Ruma,বান্দরবান,রুমা,23518,8735,9117,3693,5042,5616,3679,2550,2938,1037,476,21414,2,240,349,23322,9721,41.68167395592145,95.49429071083222,0.0,3.487295545725748,0.4526283304186812,0.0,0.0,95.49429071083222,3.487295545725748,BNP-led Coalition,37.14176375542138,38.766051534994475,95.52419180801934,2.0544693340239113,1.0084040819826774,1
